Name,HIFLD_Name,HIFLD_ID,city,City_Prop,zip,type,Type_Prop,status,Stat_Prop,county,Count_Prop,countyfips,StateShort,StateFull,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,LineTxt,max_volt,CurrentMax,min_volt,CurrentMin,max_infer,min_infer,MinVoltCat,geometry
Harrison,HARRISON,116775,CENTREVILLE,Centreville,20121,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.811468825,-77.451300419,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-08-27,IMAGERY,2019-03-14,6.0,6,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.4513004188209 38.81146882519654)
Covanta Fairfax Energy,COVANTA FAIRFAX ENERGY,116837,LORTON,Lorton,22079,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.696523675,-77.239804875,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-08-28,IMAGERY,2021-06-01,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.23980487538799 38.69652367507878)
South Carlyle,SOUTH CARLYLE,116838,ALEXANDRIA,Alexandria,22314,SUBSTATION,Substation,IN SERVICE,In service,ALEXANDRIA,Alexandria,51510,VA,Virginia,USA,38.7991531,-77.060263081,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-28,IMAGERY,2017-11-30,4.0,4,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.06026308124598 38.79915310026664)
Belvoir,BELVOIR,116839,ALEXANDRIA,Alexandria,22315,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.741446067,-77.134470716,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.alexandriava.gov/uploadedFiles/special/dominion/DVP%20Presentation%2003-23-16%20230%20kV%20Update.pdf",2014-08-28,IMAGERY,2017-11-30,4.0,4,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.13447071587609 38.74144606713094)
Dean Drive Area Electric Generators,DEAN DRIVE AREA ELECTRIC GENERATORS,116974,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.7492811,-77.502962994,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-09-04,IMAGERY,2021-06-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.5029629943413 38.74928109993351)
VMEA Peaking Gen,VMEA PEAKING GEN,116975,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.739982682,-77.50915689,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-09-04,IMAGERY,2021-06-01,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-77.50915688990342 38.73998268228522)
Cloverhill,CLOVER HILL,116997,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.719799,-77.499632,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-09-04,IMAGERY,2019-03-14,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.4996319999453 38.71979900027217)
Wheeler,WHEELER,117007,GAINESVILLE,Gainesville,20155,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.753080543,-77.654226516,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.dominionenergy.com/library/domcom/media/about-us/electric-projects/power-line-projects/warrenton-wheeler-gainesville/project-overview-map.pdf?la=en",2014-09-05,IMAGERY,2019-03-04,1.0,1,230.0,230,230.0,230,N,N,Min 230,POINT (-77.65422651594032 38.75308054279643)
Woods DP,WOODS DP,117011,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.767419337,-77.478667163,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-09-05,IMAGERY,2019-03-14,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.47866716276027 38.767419337020705)
Culpeper,UNKNOWN117015,117015,CULPEPER,Culpeper,22701,SUBSTATION,Substation,IN SERVICE,In service,CULPEPER,Culpeper,51047,VA,Virginia,USA,38.469462786,-77.993239599,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY,2014-09-08,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.99323959919347 38.469462785896596)
Mountain Run,UNKNOWN117016,117016,CULPEPER,Culpeper,22701,SUBSTATION,Substation,IN SERVICE,In service,CULPEPER,Culpeper,51047,VA,Virginia,USA,38.462910345,-77.973976514,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY,2014-09-08,3.0,3,115.0,115,115.0,115,N,N,115 to 229,POINT (-77.97397651431304 38.46291034483906)
Electric Avenue Facility,ELECTRIC AVENUE FACILITY,117017,CULPEPER,Culpeper,22701,SUBSTATION,Substation,IN SERVICE,In service,CULPEPER,Culpeper,51047,VA,Virginia,USA,38.469340363,-77.989261458,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-09-08,IMAGERY,2021-06-01,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.98926145756847 38.469340363320406)
Coal Creek,COAL CREEK,117031,RAVEN,Raven,24639,SUBSTATION,Substation,IN SERVICE,In service,TAZEWELL,Tazewell,51185,VA,Virginia,USA,37.116324582,-81.870200702,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/VOLUME%201%20(Exhibits%206%20through%2013).pdf",2014-09-10,IMAGERY,2019-02-06,2.0,2,69.0,69,69.0,69,N,N,69 to 114,POINT (-81.87020070209209 37.11632458208939)
Knox Coal Creek,KNOX COAL CREEK,117032,RAVEN,Raven,24639,SUBSTATION,Substation,IN SERVICE,In service,TAZEWELL,Tazewell,51185,VA,Virginia,USA,37.14924145,-81.898242253,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/VOLUME%201%20(Exhibits%206%20through%2013).pdf",2014-09-10,IMAGERY,2019-02-06,2.0,2,69.0,69,69.0,69,N,N,69 to 114,POINT (-81.89824225328637 37.149241449766556)
Hurley,HURLEY,117033,HURLEY,Hurley,24620,SUBSTATION,Substation,IN SERVICE,In service,BUCHANAN,Buchanan,51027,VA,Virginia,USA,37.422308762,-82.021236053,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/VOLUME%201%20(Exhibits%206%20through%2013).pdf",2014-09-10,IMAGERY,2019-02-06,1.0,1,69.0,69,69.0,69,N,N,69 to 114,POINT (-82.02123605340556 37.42230876180979)
Knotty Poplar,KNOTTY POPLAR,117034,GRUNDY,Grundy,24614,SUBSTATION,Substation,IN SERVICE,In service,BUCHANAN,Buchanan,51027,VA,Virginia,USA,37.267609842,-82.149240342,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/VOLUME%201%20(Exhibits%206%20through%2013).pdf",2014-09-10,IMAGERY,2019-02-06,2.0,2,69.0,69,69.0,69,N,N,69 to 114,POINT (-82.14924034176926 37.267609842236105)
Skaggs Branch,SKAGGS BRANCH,117035,OAKWOOD,Oakwood,24631,SUBSTATION,Substation,IN SERVICE,In service,BUCHANAN,Buchanan,51027,VA,Virginia,USA,37.176747617,-82.03274296,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/VOLUME%201%20(Exhibits%206%20through%2013).pdf",2014-09-10,IMAGERY,2019-02-06,2.0,2,138.0,138,69.0,69,Y,N,69 to 114,POINT (-82.03274296015543 37.17674761723737)
Garden Creek,GARDEN CREEK,117036,OAKWOOD,Oakwood,24631,SUBSTATION,Substation,IN SERVICE,In service,BUCHANAN,Buchanan,51027,VA,Virginia,USA,37.206534329,-82.008705169,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/VOLUME%201%20(Exhibits%206%20through%2013).pdf",2014-09-10,IMAGERY,2019-02-06,3.0,3,138.0,138,69.0,69,Y,N,69 to 114,POINT (-82.00870516874144 37.206534328881816)
Haysi,HAYSI,117043,HAYSI,Haysi,24256,SUBSTATION,Substation,IN SERVICE,In service,DICKENSON,Dickenson,51051,VA,Virginia,USA,37.208578632,-82.30075678,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/VOLUME%201%20(Exhibits%206%20through%2013).pdf",2014-09-10,IMAGERY,2019-02-06,3.0,3,69.0,69,69.0,69,N,N,69 to 114,POINT (-82.30075678044324 37.208578631651676)
Red Oak (AP),RED OAK (AP),117044,JEWELL RIDGE,Jewell Ridge,24622,SUBSTATION,Substation,IN SERVICE,In service,TAZEWELL,Tazewell,51185,VA,Virginia,USA,37.212171842,-81.752377755,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/VOLUME%201%20(Exhibits%206%20through%2013).pdf",2014-09-11,IMAGERY,2019-02-06,1.0,1,69.0,69,69.0,69,N,N,69 to 114,POINT (-81.75237775476693 37.21217184205445)
Bearwallow,BEARWALLOW,117045,WAR,War,24622,SUBSTATION,Substation,IN SERVICE,In service,TAZEWELL,Tazewell,51185,VA,Virginia,USA,37.239535951,-81.727780394,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://aeptransmission.com/virginia/Tazewell-Bearwallow/docs/Tazwell%20Bearwallow%20fact%20sheet.pdf#view=Fit",2014-09-11,IMAGERY,2019-02-06,4.0,4,138.0,138,-999999.0,Unknown,Y,Y,Unknown,POINT (-81.7277803937793 37.239535950736915)
Byllesby 2,BYLLESBY 2,117062,IVANHOE,Ivanhoe,24350,SUBSTATION,Substation,IN SERVICE,In service,CARROLL,Carroll,51035,VA,Virginia,USA,36.784485506,-80.935303485,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-09-15,IMAGERY,2021-06-01,6.0,6,138.0,138,-999999.0,Unknown,Y,Y,Unknown,POINT (-80.93530348455748 36.784485505791785)
Claytor,CLAYTOR,121138,RADFORD,Radford,24141,SUBSTATION,Substation,IN SERVICE,In service,PULASKI,Pulaski,51155,VA,Virginia,USA,37.074673638,-80.584123922,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-04,IMAGERY,2021-06-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-80.58412392182846 37.074673637710546)
Buck Hydro,BUCK HYDRO,121139,IVANHOE,Ivanhoe,24350,SUBSTATION,Substation,IN SERVICE,In service,CARROLL,Carroll,51035,VA,Virginia,USA,36.808098182,-80.938726815,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-04,IMAGERY,2021-06-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-80.93872681498493 36.808098181895815)
Virginia Tech Power Plant,VIRGINIA TECH POWER PLANT,121143,BLACKSBURG,Blacksburg,24060,SUBSTATION,Substation,IN SERVICE,In service,MONTGOMERY,Montgomery,51121,VA,Virginia,USA,37.23264985,-80.421638238,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-05,IMAGERY,2021-06-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-80.42163823786507 37.232649849910636)
Salem Electric Department,SALEM ELECTRIC DEPARTMENT,121151,SALEM,Salem,24153,SUBSTATION,Substation,IN SERVICE,In service,SALEM,Salem,51775,VA,Virginia,USA,37.289767162,-80.070328837,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-05,IMAGERY,2021-06-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-80.07032883713646 37.28976716209551)
Covington,COVINGTON,121373,COVINGTON,Covington,24426,SUBSTATION,Substation,IN SERVICE,In service,COVINGTON,Covington,51580,VA,Virginia,USA,37.769319968,-79.985999933,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.dominionenergy.com/library/domcom/media/about-us/electric-projects/power-line-projects/low-moor/lowmoor-project-simulations.pdf?la=en",2015-03-11,IMAGERY,2019-03-04,4.0,4,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.98599993270916 37.76931996776167)
Altavista Power Station,ALTAVISTA POWER STATION,121378,ALTAVISTA,Altavista,24517,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.117765834,-79.275970026,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-12,IMAGERY,2021-06-01,5.0,5,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.27597002566638 37.11776583417528)
Reusens,REUSENS,121384,LYNCHBURG,Lynchburg,24503,SUBSTATION,Substation,IN SERVICE,In service,LYNCHBURG,Lynchburg,51680,VA,Virginia,USA,37.462495423,-79.187126136,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-12,IMAGERY,2021-06-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-79.18712613562052 37.4624954228872)
Rockbridge,ROCKBRIDGE,121387,LEXINGTON,Lexington,24450,SUBSTATION,Substation,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.798442484,-79.415567159,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20180712/20180712-teac-reliability-analysis-update.ashx",2015-03-12,IMAGERY,2019-03-14,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.41556715900987 37.798442483882035)
Buena Vista,BUENA VISTA,121388,BUENA VISTA,Buena Vista,24416,SUBSTATION,Substation,IN SERVICE,In service,BUENA VISTA,Buena Vista,51530,VA,Virginia,USA,37.732228716,-79.356736722,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20180712/20180712-teac-reliability-analysis-update.ashx",2015-03-12,IMAGERY,2019-03-14,3.0,3,115.0,115,-999999.0,Unknown,Y,N,Unknown,POINT (-79.35673672191993 37.73222871601591)
Snowden,SNOWDEN,121389,BIG ISLAND,Big Island,24526,SUBSTATION,Substation,IN SERVICE,In service,AMHERST,Amherst,51009,VA,Virginia,USA,37.573580823,-79.370894373,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-12,IMAGERY,2021-06-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.37089437291858 37.57358082315281)
Bath County,BATH COUNTY,121435,CRAIGSVILLE,Craigsville,24430,SUBSTATION,Substation,IN SERVICE,In service,BATH,Bath,51017,VA,Virginia,USA,38.209086305,-79.800184408,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20180712/20180712-teac-reliability-analysis-update.ashx",2015-03-13,IMAGERY,2019-03-14,3.0,3,500.0,500,500.0,500,Y,Y,Min 230,POINT (-79.80018440792912 38.20908630528673)
Stuarts Draft,STUARTS DRAFT,121439,STUARTS DRAFT,Stuarts Draft,24477,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.024517374,-79.047803271,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20180712/20180712-teac-reliability-analysis-update.ashx, EIA 861",2015-03-16,IMAGERY,2019-03-14,2.0,2,115.0,115,115.0,115,N,N,115 to 229,POINT (-79.04780327140796 38.02451737379093)
Crozet,CROZET,121444,CROZET,Crozet,22932,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.084710389,-78.698540228,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY,2017-10-16,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-78.698540228405 38.08471038880655)
Barracks Road,BARRACKS ROAD,121445,CHARLOTTESVILLE,Charlottesville,22901,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.071634537,-78.530511575,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-16,IMAGERY,2017-10-16,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-78.5305115753209 38.07163453677366)
Monterey Diesel Generation Facility,MONTEREY DIESEL GENERATION FACILITY,121448,MONTEREY,Monterey,24465,SUBSTATION,Substation,IN SERVICE,In service,HIGHLAND,Highland,51091,VA,Virginia,USA,38.421435516,-79.591377703,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-16,IMAGERY,2021-06-01,1.0,1,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.59137770270293 38.42143551627961)
Cash's Corner,UNKNOWN121546,121546,GORDONSVILLE,Gordonsville,22942,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.103839977,-78.263454102,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-17,IMAGERY,2015-03-17,3.0,3,230.0,230,-999999.0,Unknown,N,N,Unknown,POINT (-78.26345410238288 38.10383997703085)
Mount Clinton,MOUNT CLINTON,121564,HARRISONBURG,Harrisonburg,22802,SUBSTATION,Substation,IN SERVICE,In service,HARRISONBURG,Harrisonburg,51660,VA,Virginia,USA,38.468276922,-78.864404996,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-18,IMAGERY,2021-06-01,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-78.86440499627649 38.46827692212086)
Pleasant Valley (VA),PLEASANT VALLEY (VA),121572,HARRISONBURG,Harrisonburg,22801,SUBSTATION,Substation,IN SERVICE,In service,HARRISONBURG,Harrisonburg,51660,VA,Virginia,USA,38.401011472,-78.897919842,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-18,IMAGERY,2021-06-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-78.89791984235971 38.401011472232945)
Commonwealth Chesapeake,COMMONWEALTH CHESAPEAKE,121577,NEW CHURCH,New Church,23415,SUBSTATION,Substation,IN SERVICE,In service,ACCOMACK,Accomack,51001,VA,Virginia,USA,37.988670013,-75.539675579,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-18,IMAGERY,2021-06-01,4.0,4,138.0,138,69.0,69,Y,N,69 to 114,POINT (-75.53967557861046 37.98867001290523)
Tasley,TASLEY,121578,ONLEY,Onley,23418,SUBSTATION,Substation,IN SERVICE,In service,ACCOMACK,Accomack,51001,VA,Virginia,USA,37.706035582,-75.702765621,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-18,IMAGERY,2021-06-01,4.0,4,69.0,69,69.0,69,Y,Y,69 to 114,POINT (-75.70276562124921 37.70603558182853)
Bayview,BAYVIEW,121581,CAPE CHARLES,Cape Charles,23310,SUBSTATION,Substation,IN SERVICE,In service,NORTHAMPTON,Northampton,51131,VA,Virginia,USA,37.27162161,-75.967843764,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-18,IMAGERY,2021-06-01,2.0,2,69.0,69,69.0,69,Y,Y,69 to 114,POINT (-75.96784376425651 37.271621609644654)
Perdue Diesel Generation Facility,PERDUE DIESEL GENERATION FACILITY,121584,ACCOMAC,Accomac,23301,SUBSTATION,Substation,IN SERVICE,In service,ACCOMACK,Accomack,51001,VA,Virginia,USA,37.741891814,-75.655768391,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-18,IMAGERY,2021-06-01,1.0,1,69.0,69,69.0,69,Y,Y,69 to 114,POINT (-75.65576839135967 37.741891813682955)
Belle Haven Diesel Generation Facility,BELLE HAVEN DIESEL GENERATION FACILITY,121587,PAINTER,Painter,23420,SUBSTATION,Substation,IN SERVICE,In service,ACCOMACK,Accomack,51001,VA,Virginia,USA,37.548461859,-75.790834529,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-18,IMAGERY,2021-06-01,1.0,1,69.0,69,69.0,69,N,N,69 to 114,POINT (-75.79083452930959 37.54846185919899)
Tangier,TANGIER,121588,TANGIER,Tangier,23440,SUBSTATION,Substation,IN SERVICE,In service,ACCOMACK,Accomack,51001,VA,Virginia,USA,37.827690906,-75.9915459,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-18,IMAGERY,2021-06-01,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-75.9915459001646 37.827690906270774)
Pinnacles,PINNACLES,133866,ARARAT,Ararat,24053,SUBSTATION,Substation,IN SERVICE,In service,PATRICK,Patrick,51141,VA,Virginia,USA,36.666909699,-80.447993702,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2016-01-06,IMAGERY,2021-06-01,2.0,2,69.0,69,69.0,69,Y,Y,69 to 114,POINT (-80.4479937015767 36.66690969916767)
Tap138723,TAP138723,138723,ROCKBRIDGE BATHS,Rockbridge Baths,24473,TAP,Tap,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.90214406,-79.385927227,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-13,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,N,N,115 to 229,POINT (-79.38592722734575 37.90214406035397)
Tap139186,TAP139186,139186,MONTPELIER,Montpelier,23192,TAP,Tap,IN SERVICE,In service,LOUISA,Louisa,51109,VA,Virginia,USA,37.875159089,-77.744940674,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-18,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-77.74494067415321 37.87515908899926)
Tap139187,TAP139187,139187,FREDERICKSBURG,Fredericksburg,22408,TAP,Tap,IN SERVICE,In service,SPOTSYLVANIA,Spotsylvania,51177,VA,Virginia,USA,38.224670244,-77.473518109,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-19,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.47351810938322 38.22467024377022)
Tap139188,TAP139188,139188,STAFFORD,Stafford,22554,TAP,Tap,IN SERVICE,In service,STAFFORD,Stafford,51179,VA,Virginia,USA,38.445832936,-77.389079109,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-19,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.38907910923135 38.44583293574903)
Tap139189,TAP139189,139189,WOODFORD,Woodford,22580,TAP,Tap,IN SERVICE,In service,CAROLINE,Caroline,51033,VA,Virginia,USA,38.091563193,-77.437591645,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-19,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.43759164518993 38.09156319293115)
Tap139190,TAP139190,139190,RUTHER GLEN,Ruther Glen,22546,TAP,Tap,IN SERVICE,In service,CAROLINE,Caroline,51033,VA,Virginia,USA,38.011494409,-77.510245144,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-19,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.5102451440729 38.01149440875713)
Tap139191,TAP139191,139191,SPOTSYLVANIA,Spotsylvania,22551,TAP,Tap,IN SERVICE,In service,SPOTSYLVANIA,Spotsylvania,51177,VA,Virginia,USA,38.237798865,-77.782649585,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-20,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.78264958541473 38.23779886477881)
Tap139192,TAP139192,139192,WOODFORD,Woodford,22580,TAP,Tap,IN SERVICE,In service,CAROLINE,Caroline,51033,VA,Virginia,USA,38.067097562,-77.517262744,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-20,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.51726274444486 38.06709756164667)
Tap139193,TAP139193,139193,DOSWELL,Doswell,23047,TAP,Tap,IN SERVICE,In service,HANOVER,Hanover,51085,VA,Virginia,USA,37.846500831,-77.441217298,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-14,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.44121729777893 37.84650083107565)
