Name,HIFLD_Name,HIFLD_ID,city,City_Prop,zip,type,Type_Prop,status,Stat_Prop,county,Count_Prop,countyfips,StateShort,StateFull,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,LineTxt,max_volt,CurrentMax,min_volt,CurrentMin,max_infer,min_infer,MinVoltCat
Culpeper,UNKNOWN117015,117015,CULPEPER,Culpeper,22701,SUBSTATION,Substation,IN SERVICE,In service,CULPEPER,Culpeper,51047,VA,Virginia,USA,38.469462786,-77.993239599,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY,2014-09-08,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Morrisville,MORRISVILLE,147897,SUMERDUCK,Sumerduck,22742,SUBSTATION,Substation,IN SERVICE,In service,FAUQUIER,Fauquier,51061,VA,Virginia,USA,38.501087918,-77.708788736,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-21,IMAGERY,2015-04-01,6.0,6,500.0,500,230.0,230,Y,N,Min 230
Marsh Run Ct,MARSH RUN CT,147900,WARRENTON,Warrenton,20187,SUBSTATION,Substation,IN SERVICE,In service,FAUQUIER,Fauquier,51061,VA,Virginia,USA,38.527898505,-77.7696135,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-26,IMAGERY,2015-04-01,5.0,5,230.0,230,230.0,230,Y,Y,Min 230
Remington,REMINGTON,147898,REMINGTON,Remington,22734,SUBSTATION,Substation,IN SERVICE,In service,FAUQUIER,Fauquier,51061,VA,Virginia,USA,38.539643524,-77.777219703,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-21,IMAGERY,2015-04-01,4.0,4,230.0,230,115.0,115,Y,Y,115 to 229
Remington CT,REMINGTON CT,147899,REMINGTON,Remington,22734,SUBSTATION,Substation,IN SERVICE,In service,FAUQUIER,Fauquier,51061,VA,Virginia,USA,38.543851998,-77.769595117,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-21,IMAGERY,2015-04-01,6.0,6,230.0,230,115.0,115,Y,Y,115 to 229
Warrenton,WARRENTON,147901,WARRENTON,Warrenton,20187,SUBSTATION,Substation,IN SERVICE,In service,FAUQUIER,Fauquier,51061,VA,Virginia,USA,38.69742368,-77.767463815,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-26,IMAGERY,2015-04-01,1.0,1,230.0,230,230.0,230,N,N,Min 230
Unknown172763,UNKNOWN172763,172763,WARRENTON,Warrenton,20186,SUBSTATION,Substation,IN SERVICE,In service,FAUQUIER,Fauquier,51061,VA,Virginia,USA,38.705434,-77.792922,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-04-13,IMAGERY,2020-04-13,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Cloverhill,CLOVER HILL,116997,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.719799,-77.499632,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-09-04,IMAGERY,2019-03-14,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
Unknown139245,UNKNOWN139245,139245,NOKESVILLE,Nokesville,20181,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.731553033,-77.592063559,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Winters Branch,UNKNOWN175880,175880,PRINCE WILLIAM,Prince William,20110,SUBSTATION,Substation,NOT AVAILABLE,Not available,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.732736,-77.507383,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2021-06-01,IMAGERY,2021-06-01,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
VMEA Peaking Gen,VMEA PEAKING GEN,116975,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.739982682,-77.50915689,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-09-04,IMAGERY,2021-06-01,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Cannon Branch,CANNON BRANCH,146345,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.744047747,-77.503011778,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-27,IMAGERY,2015-04-01,6.0,6,230.0,230,115.0,115,Y,Y,115 to 229
Tap139216,TAP139216,139216,MANASSAS,Manassas,20110,TAP,Tap,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.746488868,-77.506781863,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Battery Heights DP,BATTERY HEIGHTS DP,146777,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.752763189,-77.457718499,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-08-27,IMAGERY,2019-03-14,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
Tap139195,TAP139195,139195,CLIFTON,Clifton,20124,TAP,Tap,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.76741469,-77.376178049,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-22,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Moore,MOORE,116659,CLIFTON,Clifton,20124,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.767553956,-77.375004777,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-08-22,IMAGERY,2019-03-14,1.0,1,230.0,230,230.0,230,N,N,Min 230
Unknown116774,UNKNOWN116774,116774,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS PARK,Manassas Park,51685,VA,Virginia,USA,38.769142417,-77.452835013,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-27,IMAGERY,2014-08-27,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Clifton,CLIFTON,146774,CLIFTON,Clifton,20124,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.781208731,-77.398806763,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-22,IMAGERY,2015-04-01,7.0,7,500.0,500,230.0,230,N,Y,Min 230
Unknown117013,UNKNOWN117013,117013,MANASSAS,Manassas,20111,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.795851543,-77.473643808,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY,2014-09-08,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Unknown116973,UNKNOWN116973,116973,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.746532228,-77.50938516,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY,2014-09-04,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Tap139218,TAP139218,139218,MANASSAS,Manassas,20110,TAP,Tap,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.7467028,-77.51007556,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Tap139217,TAP139217,139217,MANASSAS,Manassas,20110,TAP,Tap,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.746876816,-77.510062415,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown175912,UNKNOWN175912,175912,MANASSAS (CITY),Manassas (City),20110,SUBSTATION,Substation,NOT AVAILABLE,Not available,MANASSAS,Manassas,51683,VA,Virginia,USA,38.747718,-77.510349,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2021-06-01,IMAGERY,2021-06-01,4.0,4,115.0,115,115.0,115,Y,Y,115 to 229
Dean Drive Area Electric Generators,DEAN DRIVE AREA ELECTRIC GENERATORS,116974,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.7492811,-77.502962994,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-09-04,IMAGERY,2021-06-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Prince William Dp,PRINCE WILLIAM DP,116773,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.74964876,-77.474387456,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-08-27,IMAGERY,2019-03-14,2.0,2,230.0,230,230.0,230,Y,Y,Min 230
Pioneer,UNKNOWN175913,175913,PRINCE WILLIAM,Prince William,20110,SUBSTATION,Substation,NOT AVAILABLE,Not available,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.754656,-77.512828,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2021-06-01,IMAGERY,2021-06-01,2.0,2,230.0,230,230.0,230,N,N,Min 230
Tap139219,TAP139219,139219,MANASSAS,Manassas,20110,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.757047021,-77.512927999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown116972,UNKNOWN116972,116972,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.757364082,-77.512394916,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY,2014-09-04,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Tap139220,TAP139220,139220,MANASSAS,Manassas,20109,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.766499779,-77.529242598,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown116998,UNKNOWN116998,116998,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.766850035,-77.529155034,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY,2014-09-04,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Woods DP,WOODS DP,117011,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.767419337,-77.478667163,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-09-05,IMAGERY,2019-03-14,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap139228,TAP139228,139228,MANASSAS,Manassas,20110,TAP,Tap,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.767954864,-77.480282262,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-05,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Liberty,UNKNOWN156824,156824,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.774640466,-77.53375099,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017-11-28,IMAGERY,2017-11-28,4.0,4,230.0,230,115.0,115,N,N,115 to 229
Unknown117010,UNKNOWN117010,117010,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.775744135,-77.522839056,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-05,IMAGERY,2014-09-05,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap139227,TAP139227,139227,MANASSAS,Manassas,20109,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.776040894,-77.523921765,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-05,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Railroad DP,UNKNOWN156825,156825,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.777276909,-77.535702148,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017-11-28,IMAGERY,2017-11-28,2.0,2,230.0,230,230.0,230,N,N,Min 230
Tap139222,TAP139222,139222,MANASSAS,Manassas,20109,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.7774679,-77.530226861,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Tap139226,TAP139226,139226,BRISTOW,Bristow,20136,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.777611715,-77.592762064,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-05,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
NOVEC Paradise,NOVEC PARADISE,146364,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.778114285,-77.530579618,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-09-04,IMAGERY,2014-09-04,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Unknown117006,UNKNOWN117006,117006,BRISTOW,Bristow,20136,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.779317788,-77.593825683,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-05,IMAGERY,2014-09-05,1.0,1,230.0,230,230.0,230,Y,Y,Min 230
Unknown117009,UNKNOWN117009,117009,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.782539321,-77.507107091,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-05,IMAGERY,2014-09-05,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap139234,TAP139234,139234,MANASSAS,Manassas,20109,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.782894549,-77.50799926,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown117008,UNKNOWN117008,117008,BRISTOW,Bristow,20136,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.78436062,-77.580087968,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-05,IMAGERY,2014-09-05,1.0,1,230.0,230,230.0,230,N,N,Min 230
Tap139225,TAP139225,139225,BRISTOW,Bristow,20136,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.784381207,-77.580700272,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-05,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,N,N,Min 230
Tap139233,TAP139233,139233,MANASSAS,Manassas,20109,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.787359028,-77.497984643,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown117014,UNKNOWN117014,117014,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.787692946,-77.497726075,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY,2014-09-08,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Gainesville,GAINESVILLE,146376,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.790845286,-77.565172073,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-26,IMAGERY,2015-04-01,7.0,7,230.0,230,115.0,115,N,Y,115 to 229
Unknown117001,UNKNOWN117001,117001,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.792847074,-77.534440511,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY,2014-09-04,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap139232,TAP139232,139232,MANASSAS,Manassas,20111,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.795139132,-77.474500414,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Tap139231,TAP139231,139231,MANASSAS,Manassas,20111,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.796151753,-77.473703432,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Tap139229,TAP139229,139229,SALTVILLE,Saltville,24370,TAP,Tap,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.803108766,-77.461857342,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Tap139230,TAP139230,139230,CENTREVILLE,Centreville,20121,TAP,Tap,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.803162492,-77.461691736,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown117012,UNKNOWN117012,117012,CENTREVILLE,Centreville,20121,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.805611785,-77.461597358,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-08,IMAGERY,2014-09-08,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Unknown116776,UNKNOWN116776,116776,CENTREVILLE,Centreville,20121,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.81057379,-77.452755102,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-27,IMAGERY,2014-08-27,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229
Unknown146790,UNKNOWN146790,146790,CLIFTON,Clifton,20124,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.811198549,-77.38663866,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Harrison,HARRISON,116775,CENTREVILLE,Centreville,20121,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.811468825,-77.451300419,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-08-27,IMAGERY,2019-03-14,6.0,6,115.0,115,115.0,115,Y,Y,115 to 229
Tap139213,TAP139213,139213,CENTREVILLE,Centreville,20121,TAP,Tap,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.811506742,-77.436046908,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-27,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Tap139212,TAP139212,139212,CENTREVILLE,Centreville,20121,TAP,Tap,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.811531488,-77.436115436,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-27,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Bull Run,BULL RUN,146776,CENTREVILLE,Centreville,20121,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.817931869,-77.444866883,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-27,IMAGERY,2015-04-01,6.0,6,230.0,230,115.0,115,Y,Y,115 to 229
Tap139223,TAP139223,139223,MANASSAS,Manassas,20109,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.795257975,-77.534471521,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown117023,UNKNOWN117023,117023,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.799233477,-77.515193145,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-09,IMAGERY,2014-09-09,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap139237,TAP139237,139237,MANASSAS,Manassas,20109,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.799491329,-77.515294511,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-09,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Unknown117000,UNKNOWN117000,117000,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.802780769,-77.513950338,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-04,IMAGERY,2014-09-04,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap139210,TAP139210,139210,CHURCH HILL,Church Hill,37642,TAP,Tap,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.854216398,-77.502142244,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-27,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230
Unknown116755,UNKNOWN116755,116755,CATHARPIN,Catharpin,20143,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.854321752,-77.568178295,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-26,IMAGERY,2014-08-26,1.0,1,115.0,115,115.0,115,N,N,115 to 229
Tap146384,TAP146384,146384,CATHARPIN,Catharpin,20143,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.854724293,-77.567813393,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-26,IMAGERY/OTHER,2017-05-16,3.0,3,115.0,115,115.0,115,N,N,115 to 229
Tap139209,TAP139209,139209,CENTREVILLE,Centreville,20120,TAP,Tap,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.858374161,-77.50916821,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.dominionenergy.com/library/domcom/media/about-us/electric-projects/power-line-projects/elklick/elklick-community-mailer-5-9-16.pdf?la=en",2014-08-26,IMAGERY/OTHER,2019-03-04,3.0,3,230.0,230,230.0,230,N,N,Min 230
Pleasant Valley,PLEASANT VALLEY,146340,CENTREVILLE,Centreville,20120,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.858593864,-77.50687322,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-26,IMAGERY,2015-04-01,1.0,1,230.0,230,230.0,230,N,N,Min 230
Loudon,LOUDON,157733,ALDIE,Aldie,20105,SUBSTATION,Substation,IN SERVICE,In service,LOUDOUN,Loudoun,51107,VA,Virginia,USA,38.894131891,-77.564547032,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017-11-28,IMAGERY,2019-03-07,5.0,5,500.0,500,500.0,500,Y,Y,Min 230
